tag,filename,func,line,message
dout,osd/OSD.cc,<<sched_scrub>>,6965," ""sched_scrub done"""
dout,osd/OSD.cc,<<trim_maps>>,7129," "" removing old osdmap epoch "" e"
dout,osd/OSD.cc,<<handle_osd_map>>,7172," ""handle_osd_map fsid "" m->fsid "" != """
dout,osd/OSD.cc,<<handle_osd_map>>,7178," ""ignoring osdmap until we have initialized"""
dout,osd/OSD.cc,<<handle_osd_map>>,7187," ""got osd map from Session "" session"
dout,osd/OSD.cc,<<handle_osd_map>>,7202," ""handle_osd_map epochs ["" first "","" last ""], i have """
dout,osd/OSD.cc,<<handle_osd_map>>,7219," "" no new maps here, dropping"""
dout,osd/OSD.cc,<<handle_osd_map>>,7227," ""handle_osd_map message skips epochs """
dout,osd/OSD.cc,<<handle_osd_map>>,7260," __func__ "" waiting for pgs to consume "" need"
dout,osd/OSD.cc,<<handle_osd_map>>,7285," ""handle_osd_map got full map for epoch "" e"
dout,osd/OSD.cc,<<handle_osd_map>>,7301," ""handle_osd_map got inc map for epoch "" e"
dout,osd/OSD.cc,<<handle_osd_map>>,7337," ""got incremental "" e"
dout,osd/OSD.cc,<<handle_osd_map>>,7341," ""my encoded map was:\n"";"
dout,osd/OSD.cc,<<handle_osd_map>>,7365," __func__ "" still missing full maps "" requested_full_first"
dout,osd/OSD.cc,<<handle_osd_map>>,7396," __func__ "" recording final pg_pool_t for pool """
dout,osd/OSD.cc,<<_committed_osd_maps>>,7429," __func__ "" "" first "".."" last"
dout,osd/OSD.cc,<<_committed_osd_maps>>,7431," __func__ "" bailing, we are shutting down"""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7436," __func__ "" bailing, we are shutting down"""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7447," "" advance to epoch "" cur"
dout,osd/OSD.cc,<<_committed_osd_maps>>,7481," __func__ "" NOUP flag changed in "" newmap->get_epoch()"
dout,osd/OSD.cc,<<_committed_osd_maps>>,7502," ""up_epoch is "" up_epoch"
dout,osd/OSD.cc,<<_committed_osd_maps>>,7505," ""boot_epoch is "" boot_epoch"
dout,osd/OSD.cc,<<_committed_osd_maps>>,7519," ""state: booting -> active"""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7532," ""map says i do not exist. shutting down."""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7598," __func__ "" marked down """
dout,osd/OSD.cc,<<_committed_osd_maps>>,7625," __func__ "" marked down:"""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7633," __func__ "" marked down:"""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7641," __func__ "" marked down:"""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7664," "" not yet active; waiting for peering work to drain"""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7678," ""handle_osd_ping canceling in-flight failure report for osd."""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7685," __func__ "" shutdown OSD via async signal"""
dout,osd/OSD.cc,<<_committed_osd_maps>>,7689," "" msg say newest map is "" m->newest_map"
dout,osd/OSD.cc,<<check_osdmap_features>>,7720," ""crush map has features "" features"
dout,osd/OSD.cc,<<check_osdmap_features>>,7731," ""crush map has features "" features"
dout,osd/OSD.cc,<<check_osdmap_features>>,7744," ""crush map has features "" features"
dout,osd/OSD.cc,<<check_osdmap_features>>,7751," __func__ "" enabling on-disk ERASURE CODES compat feature"""
dout,osd/OSD.cc,<<advance_pg>>,7812," __func__ "" missing map "" next_epoch"
dout,osd/OSD.cc,<<consume_map>>,7852," ""consume_map version "" osdmap->get_epoch()"
dout,osd/OSD.cc,<<activate_map>>,7943," ""activate_map version "" osdmap->get_epoch()"
dout,osd/OSD.cc,<<activate_map>>,7946," "" osdmap flagged full, doing onetime osdmap subscribe"""
dout,osd/OSD.cc,<<activate_map>>,7953," ""pausing recovery (NORECOVER flag set)"""
dout,osd/OSD.cc,<<activate_map>>,7958," ""unpausing recovery (NORECOVER flag unset)"""
dout,osd/OSD.cc,<<require_mon_peer>>,7972," ""require_mon_peer received from non-mon """
dout,osd/OSD.cc,<<require_mon_or_mgr_peer>>,7984," ""require_mon_or_mgr_peer received from non-mon, non-mgr """
dout,osd/OSD.cc,<<require_osd_peer>>,7995," ""require_osd_peer received from non-osd """
dout,osd/OSD.cc,<<require_self_aliveness>>,8007," ""from pre-up epoch "" epoch "" < "" up_epoch"
dout,osd/OSD.cc,<<require_self_aliveness>>,8012," ""still in boot state, dropping message "" *m"
dout,osd/OSD.cc,<<require_same_peer_instance>>,8026," ""from dead osd."" from "", marking down, """
dout,osd/OSD.cc,<<require_same_or_newer_map>>,8057," ""require_same_or_newer_map "" epoch"
dout,osd/OSD.cc,<<require_same_or_newer_map>>,8064," ""waiting for newer map epoch "" epoch"
dout,osd/OSD.cc,<<handle_pg_create>>,8144," ""handle_pg_create "" *m"
dout,osd/OSD.cc,<<handle_pg_create>>,8166," ""ignoring pg on deleted pool "" on"
dout,osd/OSD.cc,<<handle_pg_create>>,8170," ""mkpg "" on "" e"" created ""@"" ci->second"
dout,osd/OSD.cc,<<handle_pg_create>>,8180," ""mkpg "" on "" not acting_primary ("" acting_primary"
dout,osd/OSD.cc,<<handle_pg_create>>,8197," __func__ "": got obsolete pg create on pgid """
dout,osd/OSD.cc,<<dispatch_context>>,8263," __func__ "" not up in osdmap"""
dout,osd/OSD.cc,<<dispatch_context>>,8265," __func__ "" not active"""
dout,osd/OSD.cc,<<handle_fast_pg_create>>,8393," __func__ "" "" *m "" from "" m->get_source()"
dout,osd/OSD.cc,<<handle_fast_pg_create>>,8402," __func__ "" "" pgid "" e"" created"
dout,osd/OSD.cc,<<handle_fast_pg_query>>,8443," __func__ "" "" *m "" from "" m->get_source()"
dout,osd/OSD.cc,<<handle_fast_pg_notify>>,8468," __func__ "" "" *m "" from "" m->get_source()"
dout,osd/OSD.cc,<<handle_fast_pg_info>>,8501," __func__ "" "" *m "" from "" m->get_source()"
dout,osd/OSD.cc,<<handle_fast_pg_remove>>,8524," __func__ "" "" *m "" from "" m->get_source()"
dout,osd/OSD.cc,<<handle_fast_force_recovery>>,8542," __func__ "" "" *m"
dout,osd/OSD.cc,<<handle_pg_query_nopg>>,8589," __func__ "" "" pgid"
dout,osd/OSD.cc,<<handle_pg_query_nopg>>,8609," "" pg "" pgid "" dne, and pg has changed in """
dout,osd/OSD.cc,<<handle_pg_query_nopg>>,8615," "" pg "" pgid "" dne"""
dout,osd/OSD.cc,<<_maybe_queue_recovery>>,8657," __func__ "" starting "" to_start"
dout,osd/OSD.cc,<<_recover_now>>,8670," __func__ "" defer until "" defer_recovery_until"
dout,osd/OSD.cc,<<_recover_now>>,8675," __func__ "" paused"""
dout,osd/OSD.cc,<<_recover_now>>,8681," __func__ "" active "" recovery_ops_active"
dout,osd/OSD.cc,<<do_recovery>>,8712," ""do_recovery wake up at """
dout,osd/OSD.cc,<<do_recovery>>,8729," ""Recovery event scheduled at """
dout,osd/OSD.cc,<<do_recovery>>,8745," ""do_recovery starting "" reserved_pushes "" "" *pg"
dout,osd/OSD.cc,<<do_recovery>>,8747," "" active was "" service.recovery_oids[pg->pg_id]"
dout,osd/OSD.cc,<<do_recovery>>,8751," ""do_recovery started "" started ""/"" reserved_pushes"
dout,osd/OSD.cc,<<start_recovery_op>>,8770," ""start_recovery_op "" *pg "" "" soid"
dout,osd/OSD.cc,<<start_recovery_op>>,8777," "" active was "" recovery_oids[pg->pg_id]"
dout,osd/OSD.cc,<<finish_recovery_op>>,8786," ""finish_recovery_op "" *pg "" "" soid"
dout,osd/OSD.cc,<<finish_recovery_op>>,8796," "" active oids was "" recovery_oids[pg->pg_id]"
dout,osd/OSD.cc,<<release_reserved_pushes>>,8812," __func__ ""("" pushes ""), recovery_ops_reserved """
dout,osd/OSD.cc,<<enqueue_op>>,8836," ""enqueue_op "" op "" prio "" op->get_req()->get_priority()"
dout,osd/OSD.cc,<<enqueue_peering_evt>>,8858," __func__ "" "" pgid "" "" evt->get_desc()"
dout,osd/OSD.cc,<<enqueue_peering_evt_front>>,8871," __func__ "" "" pgid "" "" evt->get_desc()"
dout,osd/OSD.cc,<<dequeue_op>>,8895," ""dequeue_op "" op "" prio "" op->get_req()->get_priority()"
dout,osd/OSD.cc,<<dequeue_op>>,8919," ""dequeue_op "" op "" finish"""
dout,osd/OSD.cc,<<get_latest_osdmap>>,9143," __func__ "" -- start"""
dout,osd/OSD.cc,<<get_latest_osdmap>>,9149," __func__ "" -- finish"""
dout,osd/OSD.cc,<<init_op_flags>>,9260," ""class "" cname "" method "" mname "" """
dout,osd/OSD.cc,<<_attach_pg>>,9350," pg->pg_id "" "" pg"
dout,osd/OSD.cc,<<_detach_pg>>,9362," slot->pg->pg_id "" "" slot->pg"
dout,osd/OSD.cc,<<update_pg_epoch>>,9378," ""min was "" pg_slots_by_epoch.begin()->epoch"
dout,osd/OSD.cc,<<update_pg_epoch>>,9381," slot->pg->pg_id "" "" slot->epoch "" -> "" e"
dout,osd/OSD.cc,<<update_pg_epoch>>,9384," ""min is now "" pg_slots_by_epoch.begin()->epoch"
dout,osd/OSD.cc,<<wait_min_pg_epoch>>,9407," need "" waiting on """
dout,osd/OSD.cc,<<consume_map>>,9437, new_osdmap->get_epoch()
dout,osd/OSD.cc,<<consume_map>>,9447," __func__ "" "" pgid"
dout,osd/OSD.cc,<<consume_map>>,9449," __func__ "" "" pgid"
dout,osd/OSD.cc,<<consume_map>>,9457," __func__ "" "" pgid"
dout,osd/OSD.cc,<<consume_map>>,9468," __func__ "" "" pgid "" maps to us, keeping"""
dout,osd/OSD.cc,<<consume_map>>,9476," __func__ "" "" pgid"
dout,osd/OSD.cc,<<consume_map>>,9491," __func__ "" "" pgid "" empty, pruning"""
dout,osd/OSD.cc,<<_wake_pg_slot>>,9509," __func__ "" "" pgid"
dout,osd/OSD.cc,<<register_and_wake_split_child>>,9617," pg->pg_id "" "" pg"
dout,osd/OSD.cc,<<unprime_split_children>>,9638," __func__ "" parent "" parent "" clearing "" i.first"
dout,osd/OSD.cc,<<_add_slot_waiter>>,9661," __func__ "" "" pgid"
dout,osd/OSD.cc,<<_add_slot_waiter>>,9667," __func__ "" "" pgid"
dout,osd/OSD.cc,<<_process>>,9688," __func__ "" empty q, waiting"""
dout,osd/OSD.cc,<<_process>>,9701," __func__ "" need return immediately"""
dout,osd/OSD.cc,<<_process>>,9718," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9725," __func__ "" "" slot->to_process.back()"
dout,osd/OSD.cc,<<_process>>,9746," __func__ "" slot "" token "" no longer there"""
dout,osd/OSD.cc,<<_process>>,9756," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9763," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9773," __func__ "" slot "" token "" no longer attached to """
dout,osd/OSD.cc,<<_process>>,9780," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9791," __func__ "" "" qi "" pg "" pg"
dout,osd/OSD.cc,<<_process>>,9800," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9804," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9817," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9821," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9836," __func__ "" ignored create on "" qi"
dout,osd/OSD.cc,<<_process>>,9839," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9843," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9849," __func__ "" "" token"
dout,osd/OSD.cc,<<_process>>,9854," __func__ "" "" token"
dout,osd/OSD.cc,<<_enqueue>>,9940," __func__ "" "" item"
dout,osd/OSD.cc,<<_enqueue_front>>,9971, __func__
dout,osd/OSD.cc,<<_enqueue_front>>,9975," __func__ "" "" item"
dout,osd/PG.cc,<<get_with_id>>,188," __func__ "": "" info.pgid "" got id "" id "" (new) ref=="" ref"
dout,osd/PG.cc,<<put_with_id>>,196," __func__ "": "" info.pgid "" put id "" id "" (current) ref=="" ref"
dout,osd/PG.cc,<<dump_live_ids>>,209," ""\t"" __func__ "": "" info.pgid "" live ids:"""
dout,osd/PG.cc,<<dump_live_ids>>,213," ""\t\tid: "" *i"
dout,osd/PG.cc,<<dump_live_ids>>,215," ""\t"" __func__ "": "" info.pgid "" live tags:"""
dout,osd/PG.cc,<<dump_live_ids>>,219," ""\t\tid: "" *i"
dout,osd/PG.cc,<<lock>>,383," ""lock"""
dout,osd/PG.cc,<<proc_master_log>>,407," ""proc_master_log for osd."" from "": """
dout,osd/PG.cc,<<proc_master_log>>,417," "" peer osd."" from "" now "" oinfo "" "" omissing"
dout,osd/PG.cc,<<proc_replica_log>>,442," ""proc_replica_log for osd."" from "": """
dout,osd/PG.cc,<<proc_replica_log>>,448," "" peer osd."" from "" now "" oinfo "" "" omissing"
dout,osd/PG.cc,<<proc_replica_log>>,455," "" after missing "" i->first "" need "" i->second.need"
dout,osd/PG.cc,<<proc_replica_info>>,466," "" got dup osd."" from "" info "" oinfo "", identical to ours"""
dout,osd/PG.cc,<<proc_replica_info>>,471," "" got info "" oinfo "" from down osd."" from"
dout,osd/PG.cc,<<proc_replica_info>>,476," "" got osd."" from "" "" oinfo"
dout,osd/PG.cc,<<proc_replica_info>>,485," "" osd."" from "" has stray content: "" oinfo"
dout,osd/PG.cc,<<needs_recovery>>,845," __func__ "" primary has "" missing.num_missing()"
dout,osd/PG.cc,<<needs_recovery>>,858," __func__ "" osd."" peer "" doesn't have missing set"""
dout,osd/PG.cc,<<needs_recovery>>,863," __func__ "" osd."" peer "" has """
dout,osd/PG.cc,<<needs_recovery>>,869," __func__ "" is recovered"""
dout,osd/PG.cc,<<needs_backfill>>,885," __func__ "" osd."" peer "" has...backfill "" pi->second.last_backfill"
dout,osd/PG.cc,<<needs_backfill>>,890," __func__ "" does not need backfill"""
dout,osd/PG.cc,<<adjust_need_up_thru>>,947," ""adjust_need_up_thru now "" up_thru "", need_up_thru now false"""
dout,osd/PG.cc,<<remove_down_peer_info>>,961," "" dropping down osd."" p->first "" info "" p->second"
dout,osd/PG.cc,<<all_unfound_are_queried_or_lost>>,1002," ""all_unfound_are_queried_or_lost all of might_have_unfound "" might_have_unfound"
dout,osd/PG.cc,<<build_prior>>,1050," ""up_thru "" get_osdmap()->get_up_thru(osd->whoami)"
dout,osd/PG.cc,<<build_prior>>,1055," ""up_thru "" get_osdmap()->get_up_thru(osd->whoami)"
dout,osd/PG.cc,<<clear_primary_state>>,1066," ""clear_primary_state"""
dout,osd/PG.cc,<<choose_acting>>,1617," __func__ "" all_info osd."" p->first "" "" p->second"
dout,osd/PG.cc,<<choose_acting>>,1626," __func__ "" no suitable info found (incomplete backfills?),"""
dout,osd/PG.cc,<<choose_acting>>,1632," __func__ "" failed"""
dout,osd/PG.cc,<<choose_acting>>,1669, ss.str()
dout,osd/PG.cc,<<choose_acting>>,1685," __func__ "" want "" want "" != acting "" acting"
dout,osd/PG.cc,<<choose_acting>>,1701," ""acting_recovery_backfill is "" acting_recovery_backfill"
dout,osd/PG.cc,<<choose_acting>>,1719," ""choose_acting want="" want "" backfill_targets="""
dout,osd/PG.cc,<<build_might_have_unfound>>,1738, __func__
dout,osd/PG.cc,<<build_might_have_unfound>>,1752," __func__ "": built "" might_have_unfound"
dout,osd/PG.cc,<<op_has_sufficient_caps>>,2096," ""op_has_sufficient_caps: no session for op "" *req"
dout,osd/PG.cc,<<op_has_sufficient_caps>>,2114," ""op_has_sufficient_caps """
dout,osd/PG.cc,<<_activate_committed>>,2132," ""_activate_committed "" epoch"
dout,osd/PG.cc,<<_activate_committed>>,2137," ""_activate_committed "" epoch"
dout,osd/PG.cc,<<_activate_committed>>,2146," ""_activate_committed "" epoch "" telling primary"""
dout,osd/PG.cc,<<_activate_committed>>,2169," __func__ "" flushes in progress, moving """
dout,osd/PG.cc,<<all_activated_and_committed>>,2189," ""all_activated_and_committed"""
dout,osd/PG.cc,<<requeue_scrub>>,2215," __func__ "": already queued"""
dout,osd/PG.cc,<<requeue_scrub>>,2218," __func__ "": queueing"""
dout,osd/PG.cc,<<queue_recovery>>,2228," ""queue_recovery -- not primary or not peered """
dout,osd/PG.cc,<<queue_recovery>>,2231," ""queue_recovery -- already queued"""
dout,osd/PG.cc,<<queue_recovery>>,2233," ""queue_recovery -- queuing"""
dout,osd/PG.cc,<<set_force_recovery>>,2292," __func__ "" set"""
dout,osd/PG.cc,<<set_force_recovery>>,2298," __func__ "" clear"""
dout,osd/PG.cc,<<set_force_backfill>>,2314," __func__ "" set"""
dout,osd/PG.cc,<<set_force_backfill>>,2320," __func__ "" clear"""
dout,osd/PG.cc,<<get_recovery_priority>>,2354," __func__ "" recovery priority for ... is "" ret "", state is "" state"
dout,osd/PG.cc,<<finish_recovery>>,2404," ""finish_recovery"""
dout,osd/PG.cc,<<_finish_recovery>>,2424," ""_finish_recovery"""
dout,osd/PG.cc,<<_finish_recovery>>,2431," ""_finish_recovery requeueing for scrub"""
dout,osd/PG.cc,<<_finish_recovery>>,2437," ""_finish_recovery -- stale"""
dout,osd/PG.cc,<<start_recovery_op>>,2444," ""start_recovery_op "" soid"
dout,osd/PG.cc,<<finish_recovery_op>>,2459," ""finish_recovery_op "" soid"
dout,osd/PG.cc,<<add_backoff>>,2598," __func__ "" session "" s "" added "" *b"
dout,osd/PG.cc,<<release_backoffs>>,2612," __func__ "" ["" begin "","" end "")"""
dout,osd/PG.cc,<<release_backoffs>>,2619," __func__ "" ? "" r "" "" p->first"
dout,osd/PG.cc,<<release_backoffs>>,2625," __func__ "" checking "" p->first"
dout,osd/PG.cc,<<release_backoffs>>,2629," __func__ "" checking "" *q"
dout,osd/PG.cc,<<release_backoffs>>,2647," __func__ "" "" *b"
dout,osd/PG.cc,<<clear_backoffs>>,2674," __func__ "" """
dout,osd/PG.cc,<<clear_backoffs>>,2683," __func__ "" "" *b"
dout,osd/PG.cc,<<rm_backoff>>,2701," __func__ "" "" *b"
dout,osd/PG.cc,<<clear_recovery_state>>,2720," ""clear_recovery_state"""
dout,osd/PG.cc,<<cancel_recovery>>,2743," ""cancel_recovery"""
dout,osd/PG.cc,<<purge_strays>>,2750," ""purge_strays "" stray_set"
dout,osd/PG.cc,<<purge_strays>>,2758," ""sending PGRemove to osd."" *p"
dout,osd/PG.cc,<<purge_strays>>,2766," ""not sending PGRemove to down osd."" *p"
dout,osd/PG.cc,<<update_heartbeat_peers>>,2827," ""update_heartbeat_peers "" heartbeat_peers "" unchanged"""
dout,osd/PG.cc,<<update_heartbeat_peers>>,2829," ""update_heartbeat_peers "" heartbeat_peers "" -> "" new_peers"
dout,osd/PG.cc,<<_update_calc_stats>>,2901," __func__ "" actingset "" actingset "" upset """
dout,osd/PG.cc,<<_update_calc_stats>>,2903," __func__ "" acting "" acting "" up "" up"
dout,osd/PG.cc,<<_update_calc_stats>>,2932," __func__ "" shard "" pg_whoami"
dout,osd/PG.cc,<<_update_calc_stats>>,2952," __func__ "" no peer_missing found for "" peer.first"
dout,osd/PG.cc,<<_update_calc_stats>>,2965," __func__ "" shard "" peer.first"
dout,osd/PG.cc,<<_update_calc_stats>>,2981," __func__ "" ml "" ml.second "" ... upset.size() "" up "" ml.first.up"
dout,osd/PG.cc,<<_update_calc_stats>>,2988," __func__ "" shard "" sml.first ...< "" missing shards "" missing_shards"
dout,osd/PG.cc,<<_update_calc_stats>>,3002," __func__ "" missing based degraded "" degraded"
dout,osd/PG.cc,<<_update_calc_stats>>,3003," __func__ "" missing based misplaced "" misplaced"
dout,osd/PG.cc,<<_update_calc_stats>>,3061," __func__ "" missing shard "" std...) "" missing= "" std::get<0>(item)"
dout,osd/PG.cc,<<_update_calc_stats>>,3063," __func__ "" acting shard "" std:...) "" missing= "" std::get<0>(item)"
dout,osd/PG.cc,<<_update_calc_stats>>,3105," __func__ "" extra acting misplaced "" extra_misplaced"
dout,osd/PG.cc,<<_update_calc_stats>>,3110," __func__ "" degraded "" degraded (estimate ? "" (est)"": """")"
dout,osd/PG.cc,<<_update_calc_stats>>,3111," __func__ "" misplaced "" misplaced (estimate ? "" (est)"": """")"
dout,osd/PG.cc,<<publish_stats_to_osd>>,3198," __func__ "" reporting purged_snaps """
dout,osd/PG.cc,<<publish_stats_to_osd>>,3204," ""publish_stats_to_osd "" pg_stats_publish.reported_epoch"
dout,osd/PG.cc,<<publish_stats_to_osd>>,3228," ""publish_stats_to_osd "" pg_stats_publish.reported_epoch"
dout,osd/PG.cc,<<clear_publish_stats>>,3236," ""clear_stats"""
dout,osd/PG.cc,<<upgrade>>,3316," __func__ "" "" info_struct_v "" -> "" latest_struct_v"
dout,osd/PG.cc,<<trim_log>>,3553," __func__ "" to "" pg_trim_to"
dout,osd/PG.cc,<<add_log_entry>>,3593," ""add_log_entry "" e"
dout,osd/PG.cc,<<get_corrupt_pg_log_name>>,3678," ""strftime failed"""
dout,osd/PG.cc,<<requeue_op>>,3907," __func__ "" "" op "" (waiting_for_map "" p->first "")"""
dout,osd/PG.cc,<<requeue_op>>,3911," __func__ "" "" op"
dout,osd/PG.cc,<<requeue_map_waiters>>,3939," __func__ "" "" p->first "" front op """
dout,osd/PG.cc,<<requeue_map_waiters>>,3944," __func__ "" "" p->first "" "" p->second"
dout,osd/PG.cc,<<sched_scrub>>,4006," __func__ "": time_for_deep="" ti...< "" deep_coin_flip="" deep_coin_flip"
dout,osd/PG.cc,<<sched_scrub>>,4041," __func__ "": auto repair with deep scrubbing"""
dout,osd/PG.cc,<<sched_scrub>>,4054," __func__ "": reserved locally, reserving replicas"""
dout,osd/PG.cc,<<sched_scrub>>,4059," __func__ "": failed to reserve locally"""
dout,osd/PG.cc,<<sched_scrub>>,4065," ""sched_scrub: failed, a peer declined"""
dout,osd/PG.cc,<<sched_scrub>>,4070," ""sched_scrub: success, reserved self and replicas"""
dout,osd/PG.cc,<<sched_scrub>>,4072," ""sched_scrub: scrub will be deep"""
dout,osd/PG.cc,<<sched_scrub>>,4096," ""sched_scrub: reserved "" scrubber...rved_peers "", waiting for replicas"""
dout,osd/PG.cc,<<do_replica_scrub_map>>,4141," __func__ "" "" *m"
dout,osd/PG.cc,<<do_replica_scrub_map>>,4143," __func__ "" discarding old from """
dout,osd/PG.cc,<<do_replica_scrub_map>>,4149," __func__ "" scrub isn't active"""
dout,osd/PG.cc,<<do_replica_scrub_map>>,4157," ""map version is """
dout,osd/PG.cc,<<do_replica_scrub_map>>,4161," __func__ "" waiting_on_whom was "" scrubber.waiting_on_whom"
dout,osd/PG.cc,<<do_replica_scrub_map>>,4166," __func__ "" replica was preempted, setting flag"""
dout,osd/PG.cc,<<_request_scrub_map>>,4182," ""scrub requesting scrubmap from osd."" replica"
dout,osd/PG.cc,<<handle_scrub_reserve_request>>,4200," __func__ "" "" *op->get_req()"
dout,osd/PG.cc,<<handle_scrub_reserve_request>>,4203," __func__ "" ignoring reserve request: Already reserved"""
dout,osd/PG.cc,<<handle_scrub_reserve_request>>,4211," __func__ "": failed to reserve remotely"""
dout,osd/PG.cc,<<handle_scrub_reserve_grant>>,4226," __func__ "" "" *op->get_req()"
dout,osd/PG.cc,<<handle_scrub_reserve_grant>>,4229," ""ignoring obsolete scrub reserve reply"""
dout,osd/PG.cc,<<handle_scrub_reserve_grant>>,4233," "" already had osd."" from "" reserved"""
dout,osd/PG.cc,<<handle_scrub_reserve_grant>>,4235," "" osd."" from "" scrub reserve = success"""
dout,osd/PG.cc,<<handle_scrub_reserve_reject>>,4243," __func__ "" "" *op->get_req()"
dout,osd/PG.cc,<<handle_scrub_reserve_reject>>,4246," ""ignoring obsolete scrub reserve reply"""
dout,osd/PG.cc,<<handle_scrub_reserve_reject>>,4250," "" already had osd."" from "" reserved"""
dout,osd/PG.cc,<<handle_scrub_reserve_reject>>,4253," "" osd."" from "" scrub reserve = fail"""
dout,osd/PG.cc,<<handle_scrub_reserve_release>>,4261," __func__ "" "" *op->get_req()"
dout,osd/PG.cc,<<scrub_reserve_replicas>>,4315," ""scrub requesting reserve from osd."" *i"
dout,osd/PG.cc,<<scrub_unreserve_replicas>>,4332," ""scrub requesting unreserve from osd."" *i"
dout,osd/PG.cc,<<_scan_snaps>>,4373," __func__ "" start"""
dout,osd/PG.cc,<<_scan_snaps>>,4381," __func__ "" "" hoid"
dout,osd/PG.cc,<<build_scrub_map_chunk>>,4527," __func__ "" ["" start "","" end "") """
dout,osd/PG.cc,<<build_scrub_map_chunk>>,4544," ""objects_list_range error: "" pos.ret"
dout,osd/PG.cc,<<build_scrub_map_chunk>>,4564," __func__ "" finishing"""
dout,osd/PG.cc,<<build_scrub_map_chunk>>,4574," __func__ "" done, got "" map.objects.size() "" items"""
dout,osd/PG.cc,<<replica_scrub>>,4652," ""replica_scrub"""
dout,osd/PG.cc,<<replica_scrub>>,4655," ""replica_scrub discarding old replica_scrub from """
dout,osd/PG.cc,<<replica_scrub>>,4663," ""waiting for active pushes to finish"""
dout,osd/PG.cc,<<scrub>>,4700," __func__ "" state is INACTIVE|NEW_CHUNK, sleeping"""
dout,osd/PG.cc,<<scrub>>,4749," ""scrub -- not primary or active or not clean"""
dout,osd/PG.cc,<<scrub>>,4762," ""starting a new chunky scrub"""
dout,osd/PG.cc,<<chunky_scrub>>,4851," ""scrub pg changed, aborting"""
dout,osd/PG.cc,<<chunky_scrub>>,4862," ""scrub state "" Scrubber::state_string(scrubber.state)"
dout,osd/PG.cc,<<chunky_scrub>>,4867," ""scrub start"""
dout,osd/PG.cc,<<chunky_scrub>>,4914," __func__ "" preempted, "" scrubber.preempt_left"
dout,osd/PG.cc,<<chunky_scrub>>,4975," __func__ "": scrub blocked somewhere in range """
dout,osd/PG.cc,<<chunky_scrub>>,5015," ""wait for pushes to apply"""
dout,osd/PG.cc,<<chunky_scrub>>,5023," ""wait for EC read/modify/writes to queue"""
dout,osd/PG.cc,<<chunky_scrub>>,5041," __func__ "" waiting_on_whom "" scrubber.waiting_on_whom"
dout,osd/PG.cc,<<chunky_scrub>>,5053," __func__ "" preempted"""
dout,osd/PG.cc,<<chunky_scrub>>,5073," ""error: "" scrubber.primary_scrubmap_pos.ret"
dout,osd/PG.cc,<<chunky_scrub>>,5079," __func__ "" waiting_on_whom was """
dout,osd/PG.cc,<<chunky_scrub>>,5090," ""wait for replicas to build scrub map"""
dout,osd/PG.cc,<<chunky_scrub>>,5097," __func__ "" preempted, restarting chunk"""
dout,osd/PG.cc,<<chunky_scrub>>,5121," __func__ "" waiting on """
dout,osd/PG.cc,<<chunky_scrub>>,5148," ""scrub finished, requeuing snap_trimmer"""
dout,osd/PG.cc,<<chunky_scrub>>,5157," __func__ "" preempted"""
dout,osd/PG.cc,<<chunky_scrub>>,5198," ""scrub final state "" Scrubber::state_string(scrubber.state)"
dout,osd/PG.cc,<<write_blocked_by_scrub>>,5209," __func__ "" "" soid "" preempted"""
dout,osd/PG.cc,<<write_blocked_by_scrub>>,5212," __func__ "" "" soid "" already preempted"""
dout,osd/PG.cc,<<scrub_compare_maps>>,5248," __func__ "" has maps, analyzing"""
dout,osd/PG.cc,<<scrub_compare_maps>>,5261," __func__ "" replica "" i "" has """
dout,osd/PG.cc,<<scrub_compare_maps>>,5284," __func__ "" comparing replica scrub maps"""
dout,osd/PG.cc,<<scrub_compare_maps>>,5289," __func__ "" osd."" acting[0] "" has """
dout,osd/PG.cc,<<scrub_compare_maps>>,5308, ss.str()
dout,osd/PG.cc,<<scrub_compare_maps>>,5348," __func__ "": discarding scrub results"""
dout,osd/PG.cc,<<scrub_compare_maps>>,5351," __func__ "": updating scrub object"""
dout,osd/PG.cc,<<scrub_process_inconsistent>>,5361," __func__ "": checking authoritative"""
dout,osd/PG.cc,<<scrub_process_inconsistent>>,5372, ss.str()
